Altium Designer Pick and Place Locations
C:\Users\dparker\OneDrive - Imperial College London\Desktop\DUNE-Variant-AMC-FMC-Carrier-AFC\manufacturing\Pick Place\PnP_AFC_v4.0.2_DUNE.csv

========================================================================================================================
File Design Information:

Date:       05/08/26
Time:       15:26
Revision:   ca124e2ca1e83640e976a10fcd212f5c413419b6
Variant:    DUNE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R427","10k","TopLayer","RESC1005X40N","-129.4130","65.2272","180","Resistor - 1%"
"R426","10k","TopLayer","RESC1005X40N","-129.2860","63.0174","90","Resistor - 1%"
"R425","10k","TopLayer","RESC1005X40N","-130.2766","63.0174","90","Resistor - 1%"
"R424","10k","TopLayer","RESC1005X40N","-132.1054","62.3570","90","Resistor - 1%"
"R423","10k","TopLayer","RESC1005X40N","-133.0960","62.3570","90","Resistor - 1%"
"R422","0","TopLayer","RESC1005X40N","-133.8834","71.8820","270","Resistor"
"R421","10k","TopLayer","RESC1005X40N","-138.2522","64.1096","0","Resistor - 1%"
"R420","0","TopLayer","RESC1005X40N","-134.8486","71.3486","270","Resistor"
"R419","10k","TopLayer","RESC1005X40N","-138.2522","65.0494","0","Resistor - 1%"
"R418","0","TopLayer","RESC1005X40N","-129.9972","69.3674","180","Resistor"
"R417","2k2","TopLayer","RESC1005X40N","-135.5344","69.9262","0","Resistor - 1%"
"R416","10k","TopLayer","RESC1005X40N","-139.1920","66.2178","0","Resistor - 1%"
"R415","10k","TopLayer","RESC1005X40N","-139.1920","67.1830","0","Resistor - 1%"
"R414","10k","TopLayer","RESC1005X40N","-138.2776","68.3260","0","Resistor - 1%"
"R413","10k","TopLayer","RESC1005X40N","-138.2776","69.2912","0","Resistor - 1%"
"R412","2k2","TopLayer","RESC1005X40N","-130.5052","71.4756","90","Resistor - 1%"
"R411","2k2","TopLayer","RESC1005X40N","-131.8006","71.4756","90","Resistor - 1%"
"R410","0","TopLayer","RESC1005X40N","-138.7094","62.6618","90","Resistor"
"R394","0","TopLayer","RESC1005X40N","-158.2792","26.7318","270","Resistor"
"R382","49R9","TopLayer","RESC1005X40N","-146.0000","63.8750","90","Resistor - 1%"
"R381","15k","TopLayer","RESC1005X40N","-100.0000","36.0000","180","Resistor - 1%"
"R380","12k","TopLayer","RESC1005X40N","-100.0000","35.0000","180","Resistor - 1%"
"R350","0R002","BottomLayer","RES_VISHAY_WSK2512_0R005-0R2","-46.3296","-29.7942","90","Power and Current Sensing Resistor"
"R348","0","TopLayer","RESC1005X40N","-157.2886","26.7318","270","Resistor"
"R338","10k","TopLayer","RESC1005X40N","-173.7500","12.7500","90","Resistor - 1%"
"R337","4k7","TopLayer","RESC1005X40N","-173.7500","15.2500","270","Resistor - 1%"
"R336","10k","TopLayer","RESC1005X40N","-154.3304","-25.2096","270","Resistor - 1%"
"R335","0R47","BottomLayer","RESC3216X65N","-41.7576","-25.8826","180","Resistor - 1%"
"R333","10k","TopLayer","RESC1005X40N","-170.8796","21.2467","270","Resistor - 1%"
"R332","10k","TopLayer","RESC1005X40N","-168.5555","20.1672","180","Resistor - 1%"
"R331","10k","TopLayer","RESC1005X40N","-165.2780","21.9426","0","Resistor - 1%"
"R330","10k","TopLayer","RESC1005X40N","-163.2500","21.5000","180","Resistor - 1%"
"R329","10k","TopLayer","RESC1005X40N","-161.4680","24.9652","270","Resistor - 1%"
"R319","10k","TopLayer","RESC1005X40N","-126.7236","-18.0916","0","Resistor - 1%"
"R318","100","TopLayer","RESC0603X28N","-66.9291","53.5432","270","Resistor - 1%"
"R306","10k","TopLayer","RESC1005X40N","-126.7206","-17.0942","0","Resistor - 1%"
"R302","10k","TopLayer","RESC1005X40N","-20.2946","41.7322","90","Resistor - 1%"
"R301","10k","TopLayer","RESC1005X40N","-128.6002","25.6032","270","Resistor - 1%"
"R300","10k","TopLayer","RESC1005X40N","-125.3266","-15.1960","180","Resistor - 1%"
"R299","0","TopLayer","RESC1005X40N","-120.4340","49.7332","180","Resistor"
"R297","10k","TopLayer","RESC1005X40N","-131.6736","90.5256","90","Resistor - 1%"
"R276","10k","TopLayer","RESC1005X40N","-48.6918","-3.2258","270","Resistor - 1%"
"R275","10k","BottomLayer","RESC1005X40N","-51.6000","-3.8750","270","Resistor - 1%"
"R274","10k","TopLayer","RESC1005X40N","-50.5206","0.8890","0","Resistor - 1%"
"R265","10k","TopLayer","RESC1005X40N","-134.5946","62.3570","90","Resistor - 1%"
"R242","10k","TopLayer","RESC1005X40N","-139.3190","37.3888","0","Resistor - 1%"
"R241","10k","TopLayer","RESC1005X40N","-143.6878","36.6014","180","Resistor - 1%"
"R240","10k","TopLayer","RESC1005X40N","-95.9866","-21.4376","0","Resistor - 1%"
"R237","10k","TopLayer","RESC1005X40N","-146.3040","40.1320","0","Resistor - 1%"
"R236","10k","TopLayer","RESC1005X40N","-96.4184","-20.0152","270","Resistor - 1%"
"R235","0","TopLayer","RESC1005X40N","-150.7490","37.2110","90","Resistor"
"R234","0","TopLayer","RESC1005X40N","-159.5628","43.4848","90","Resistor"
"R233","0","TopLayer","RESC1005X40N","-160.5280","43.4848","90","Resistor"
"R232","0","TopLayer","RESC1005X40N","-164.6428","35.4076","180","Resistor"
"R231","10k","TopLayer","RESC1005X40N","-161.4932","43.4848","90","Resistor - 1%"
"R230","0","TopLayer","RESC1005X40N","-154.8130","37.3126","0","Resistor"
"R227","0","TopLayer","RESC1005X40N","-152.2730","34.4932","0","Resistor"
"R226","0","TopLayer","RESC1005X40N","-164.1856","38.3286","90","Resistor"
"R221","10k","TopLayer","RESC1005X40N","-156.3370","31.9278","0","Resistor - 1%"
"R217","10k","TopLayer","RESC1005X40N","-164.6428","33.4772","180","Resistor - 1%"
"R213","1M","BottomLayer","RESC5025X65N","-32.0548","104.8766","90","Resistor - 1%"
"R209","0","TopLayer","RESC1005X40N","-152.6032","33.0708","90","Resistor"
"R207","10k","TopLayer","RESC1005X40N","-154.8130","35.2806","180","Resistor - 1%"
"R165","10k","TopLayer","RESC1005X40N","-154.8130","38.2778","180","Resistor - 1%"
"R157","0","TopLayer","RESC1005X40N","-137.2108","8.2804","180","Resistor"
"R151","0","TopLayer","RESC1005X40N","-133.4262","8.2296","0","Resistor"
"R150","100","TopLayer","RESC0603X28N","-64.9477","52.5780","90","Resistor - 1%"
"R149","10k","TopLayer","RESC1005X40N","-125.3236","-16.1544","180","Resistor - 1%"
"R148","240","TopLayer","RESC1005X40N","-124.1298","-17.8308","90","Resistor - 1%"
"R147","10k","TopLayer","RESC1005X40N","-135.5852","62.3570","90","Resistor - 1%"
"R146","10k","TopLayer","RESC1005X40N","-159.8500","39.6500","270","Resistor - 1%"
"R141","100","TopLayer","RESC1005X40N","-136.0000","0.0000","270","Resistor - 1%"
"R140","10k","TopLayer","RESC1005X40N","-160.0708","48.9204","180","Resistor - 1%"
"R139","0","TopLayer","RESC1005X40N","-164.6174","36.7030","0","Resistor"
"R138","10k","TopLayer","RESC1005X40N","-165.5826","48.8442","90","Resistor - 1%"
"R136","2k2","TopLayer","RESC1005X40N","-166.3700","46.8884","180","Resistor - 1%"
"R134","2k4","TopLayer","RESC1005X40N","-153.9240","25.6286","270","Resistor - 1%"
"R133","10k","TopLayer","RESC1005X40N","-153.9240","23.0378","270","Resistor - 1%"
"R127","3k3","TopLayer","RESC1608X55N","-131.6482","77.2668","180","Resistor - 1%"
"R126","10k","TopLayer","RESC1005X40N","-134.0866","78.4860","270","Resistor - 1%"
"R123","240","TopLayer","RESC1005X40N","-122.7074","-17.8054","180","Resistor - 1%"
"R121","10k","TopLayer","RESC1005X40N","-136.9822","60.2488","270","Resistor - 1%"
"R119","10k","BottomLayer","RESC1005X40N","-71.0000","-2.0000","270","Resistor - 1%"
"R118","0","TopLayer","RESC1005X40N","-154.8130","33.1978","180","Resistor"
"R68","0R002","TopLayer","RES_VISHAY_WSK2512_0R005-0R2","-15.6210","45.8216","180","Power and Current Sensing Resistor"
"R67","10k","BottomLayer","RESC1005X40N","-12.7254","34.2900","0","Resistor - 1%"
"R60","0","TopLayer","RESC1005X40N","-154.7876","36.2458","180","Resistor"
"R56","0","TopLayer","RESC1005X40N","-164.6428","34.4424","0","Resistor"
"R52","100k","BottomLayer","RESC1005X40N","-12.1412","40.4368","270","Resistor - 1%"
"R44","0R","BottomLayer","RESC1005X40N","-84.2500","-2.0000","90","Resistor - 1%"
"R36","10k","BottomLayer","RESC1005X40N","-13.5636","39.9542","180","Resistor - 1%"
"R35","0","TopLayer","RESC1005X40N","-134.2644","85.4456","0","Resistor"
"R34","10k","TopLayer","RESC1005X40N","-134.2898","83.6422","180","Resistor - 1%"
"R33","10k","TopLayer","RESC1005X40N","-136.1440","85.4456","180","Resistor - 1%"
"R32","100","TopLayer","RESC1005X40N","-139.8270","86.0044","180","Resistor - 1%"
"R31","10k","TopLayer","RESC1005X40N","-139.8270","85.0392","0","Resistor - 1%"
"R30","10k","TopLayer","RESC1005X40N","-162.8902","40.1320","180","Resistor - 1%"
"R1","0","TopLayer","RESC1005X40N","-163.9062","47.2440","270","Resistor"
"Q16","BC847B","TopLayer","SOT95P230X110-3N","-167.9956","49.3522","180","NPN Transistor"
"FB26","120R@100MHz","TopLayer","INDC1608X65N","-177.0000","19.5000","270",""
"FB29","220R@100MHz","TopLayer","INDC2012X105N","-152.0000","61.5000","180","Inductor"
"J8","Micro-USB AB 2.0","TopLayer","HIROSE_ZX62RD-AB-5P8","-175.7549","27.1018","270","5 Pin + 1 Shield USB Receptacle"
"IC85","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-138.2782","17.5140","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC83","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-140.5770","10.9226","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC75","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-140.8684","33.4264","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC72","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-144.6276","34.7472","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC71","AT24C64D-SSHM-T","TopLayer","SOIC127P600X175-8N","-173.2816","77.0586","0","64K (8192 x 8), I2C-Compatible (2-Wire) Serial EEPROM"
"IC65","MT25QL256ABA8ESF-0AAT","TopLayer","SOIC127P1030X265-16N","-147.4978","24.7904","0","256Mbit (32MB), 2.7V-3.6V, Multiple I/O Serial NOR Flash Memory,with Reset# & Hold#"
"IC63","TCA9548ARGER","TopLayer","QFN50P400X400X100-25N-S220","-133.6748","56.6870","0","Low Voltage 8-Channel I2C Switch With Reset"
"IC62","TCA9548ARGER","TopLayer","QFN50P400X400X100-25N-S220","-133.6362","66.7542","0","Low Voltage 8-Channel I2C Switch With Reset"
"IC56","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-169.0000","22.2500","180","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC51","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-135.3860","10.9226","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC50","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-124.5000","-8.5000","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC49","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-148.3838","36.0748","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC47","SN74LV541APWR","TopLayer","SOP65P640X120-20N","-153.8871","42.1201","0","Octal Buffer/Line Driver with 3-State Outputs"
"IC46","SN74CB3T3257PW","TopLayer","SOP65P640X120-16N","-159.7116","35.7202","180","4-BIT 1-OF-2 FET Multiplexer/Demultiplexer 2.5V/3.3V Low-Voltage Bus Switch 5V Tolerant Shifter"
"IC20","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-163.5000","24.0000","180","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC19","MIC5219-3.3YM5","TopLayer","SOT95P280X145-5N","-176.0000","13.5000","270","500mA Peak Output LDO Regulator"
"IC13","TXS0104EPW","TopLayer","SOP65P640X120-14N","-134.4894","27.6398","180","4-Bit Bidirectional Voltage-Level Translator For Open-Drain And Push-Pull Applications"
"IC8","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-58.9534","-3.0734","0","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC7","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-52.7148","-2.2648","0","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC6","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-23.1550","-18.4362","180","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC3","TPS3808G33DBVT","TopLayer","SOT95P280X145-6N","-133.3392","87.7653","0","Low Quiescent Current, Programmable-Delay Supervisory Circuit"
"FB8","60R@100MHz","TopLayer","INDC4516X180N","-50.3682","62.2300","90",""
"FB7","60R@100MHz","TopLayer","INDC4516X180N","-89.8652","65.2526","0",""
"FB6","60R@100MHz","TopLayer","INDC4516X180N","-89.7890","56.3118","90",""
"FB5","60R@100MHz","TopLayer","INDC4516X180N","-47.4980","69.4690","180",""
"F4","100mA-15V","BottomLayer","FUSR_LITTELFUSE_0805L010","-15.9004","45.7454","90","Fuse"
"F3","2.5A-16V","TopLayer","FUSR_BOURNS_MF-MSMF_STYLE2","-22.6500","-3.7000","180","Fuse"
"F2","100mA-15V","TopLayer","FUSR_LITTELFUSE_0805L010","-126.4920","11.1506","0","Fuse"
"F1","100mA-15V","TopLayer","FUSR_LITTELFUSE_0805L010","-121.7422","83.9216","90","Fuse"
"D29","BAT165","TopLayer","SOD2512X110N","-26.1620","-32.6390","0","Schottky Diode"
"D28","SS16","TopLayer","DIOM5127X229N","-38.1508","23.2918","0","Schottky Diode"
"D26","USBLC6-2P6","TopLayer","FP-SOT-666-MFG","-173.0000","19.2500","90","TVS DIODE 5.25V 17V SOT666"
"D25","BAT165","TopLayer","SOD2512X110N","-138.4554","35.9410","0","Schottky Diode"
"D24","BAT165","TopLayer","SOD2512X110N","-141.7828","37.5666","90","Schottky Diode"
"D23","BAT165","TopLayer","SOD2512X110N","-97.8916","-19.8628","270","Schottky Diode"
"D22","BAT165","TopLayer","SOD2512X110N","-145.4150","38.7350","0","Schottky Diode"
"D21","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-91.9480","-28.9052","270","ESD protection diode"
"D20","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-93.8276","-29.2100","0","ESD protection diode"
"D19","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-94.0420","-27.2034","0","ESD protection diode"
"D18","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-101.1936","-24.4714","90","ESD protection diode"
"D17","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-102.6160","-24.5222","90","ESD protection diode"
"D16","CPDH3V3UP-HF","TopLayer","SODFL1608X65N","-97.4344","-16.5608","90","ESD protection diode"
"D15","BAT165","TopLayer","SOD2512X110N","-159.5344","46.4126","270","Schottky Diode"
"D14","BAT165","TopLayer","SOD2512X110N","-161.4932","46.4058","270","Schottky Diode"
"D13","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-12.1920","-27.9146","180","ESD protection diode"
"D12","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-9.6012","-27.5082","180","ESD protection diode"
"D11","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-9.5504","-29.2354","180","ESD protection diode"
"D10","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-14.7208","-28.7528","180","ESD protection diode"
"D9","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-17.9070","-33.7566","180","ESD protection diode"
"D7","SK26A","BottomLayer","DIOM5126X265N","-34.8742","-30.5054","270","Schottky Diode"
"D6","PESD3V3S1UB","TopLayer","SODFL1608X65N","-133.9342","80.6958","270","ESD protection diode"
"D5","BAT165","TopLayer","SOD2512X110N","-136.4996","87.9600","270","Schottky Diode"
"D1","PESD3V3S1UB","TopLayer","SODFL1608X65N","-139.5984","87.0712","0","ESD protection diode"
"C855","100nF","TopLayer","CAPC0603X33N","-159.3460","24.9792","270","Non-polarised capacitor"
"C847","100nF","TopLayer","CAPC0603X33N","-149.2500","65.7500","90","Non-polarised capacitor"
"C846","1uF","TopLayer","CAPC1608X87N","-151.9492","63.3288","0","Non-polarised capacitor"
"C766","100nF","TopLayer","CAPC0603X33N","-133.4262","60.1218","90","Non-polarised capacitor"
"C762","100nF","TopLayer","CAPC0603X33N","-133.3754","70.2056","90","Non-polarised capacitor"
"C620","100nF","TopLayer","CAPC0603X33N","-20.0914","-16.4338","90","Non-polarised capacitor"
"C618","100nF","TopLayer","CAPC0603X33N","-55.7530","-4.2164","270","Non-polarised capacitor"
"C574","100nF","TopLayer","CAPC0603X33N","-159.3460","23.4298","90","Non-polarised capacitor"
"C569","100nF","TopLayer","CAPC0603X33N","-175.0000","20.7500","180","Non-polarised capacitor"
"C568","100nF","TopLayer","CAPC0603X33N","-170.7526","23.0501","270","Non-polarised capacitor"
"C567","100nF","TopLayer","CAPC0603X33N","-165.2526","25.2192","270","Non-polarised capacitor"
"C524","100nF","TopLayer","CAPC0603X33N","-174.2500","10.7500","180","Non-polarised capacitor"
"C523","10uF","TopLayer","CAPC1608X87N","-176.0000","17.0000","180","Non-polarised capacitor"
"C522","22uF","TopLayer","CAPMP3216X180N","-175.5000","9.2500","0","Polarised capacitor"
"C518","100nF","TopLayer","CAPC0603X33N","-176.7500","10.7500","0","Non-polarised capacitor"
"C517","100nF","TopLayer","CAPC0603X33N","-161.7500","22.5000","90","Non-polarised capacitor"
"C516","100nF","TopLayer","CAPC0603X33N","-171.7500","20.5000","90","Non-polarised capacitor"
"C515","100nF","TopLayer","CAPC0603X33N","-166.6242","23.4158","180","Non-polarised capacitor"
"C509","100nF","TopLayer","CAPC0603X33N","-62.0014","-3.7338","90","Non-polarised capacitor"
"C468","100nF","TopLayer","CAPC0603X33N","-127.0254","-16.2306","180","Non-polarised capacitor"
"C459","100nF","TopLayer","CAPC0603X33N","-126.6444","-15.0876","90","Non-polarised capacitor"
"C457","100nF","TopLayer","CAPC0603X33N","-170.8000","80.2000","180","Non-polarised capacitor"
"C453","33pF","TopLayer","CAPC1005X55N","-129.0320","-20.9804","180","Non-polarised capacitor"
"C419","100nF","TopLayer","CAPC0603X33N","-160.7312","-21.2598","270","Non-polarised capacitor"
"C389","10uF","TopLayer","CAPC2012X135N","-107.0000","40.2500","270","Non-polarised capacitor"
"C432","100nF","TopLayer","CAPC1005X55N","-28.6766","-33.1470","270","Non-polarised capacitor"
"C431","100nF","BottomLayer","CAPC1005X55N","-50.0888","-31.6484","0","Non-polarised capacitor"
"C430","47uF","BottomLayer","CAPC3216X180N","-44.3992","-23.5204","180","Non-polarised capacitor"
"C429","100nF","TopLayer","CAPC1005X55N","-19.3294","41.7322","90","Non-polarised capacitor"
"C428","100nF","TopLayer","CAPC1005X55N","-128.9812","27.4828","90","Non-polarised capacitor"
"C420","100nF","TopLayer","CAPC1005X55N","-130.6830","89.3572","90","Non-polarised capacitor"
"C417","100nF","TopLayer","CAPC0603X33N","-131.8768","24.4602","180","Non-polarised capacitor"
"C416","100nF","TopLayer","CAPC0603X33N","-125.3998","-17.8054","270","Non-polarised capacitor"
"C414","100nF","TopLayer","CAPC0603X33N","-137.5000","-0.5000","0","Non-polarised capacitor"
"C412","100nF","TopLayer","CAPC0603X33N","-132.3848","10.1854","180","Non-polarised capacitor"
"C410","100nF","BottomLayer","CAPC1005X55N","-13.5636","40.8940","180","Non-polarised capacitor"
"C407","100nF","TopLayer","CAPC0603X33N","-128.8719","-17.1032","0","Non-polarised capacitor"
"C406","10nF","TopLayer","CAPC1005X55N","-130.2512","86.6394","180","Non-polarised capacitor"
"C405","100nF","TopLayer","CAPC0603X33N","-128.8719","-17.8652","0","Non-polarised capacitor"
"C404","100nF","TopLayer","CAPC0603X33N","-137.3750","12.7500","270","Non-polarised capacitor"
"C391","1uF","TopLayer","CAPC1608X87N","-106.7500","36.7500","90","Non-polarised capacitor"
"C395","100nF","TopLayer","CAPC0603X33N","-138.6078","33.0708","90","Non-polarised capacitor"
"C394","100nF","TopLayer","CAPC0603X33N","-141.2494","35.1790","180","Non-polarised capacitor"
"C393","100nF","TopLayer","CAPC0603X33N","-146.0754","37.0586","270","Non-polarised capacitor"
"C217","100nF","TopLayer","CAPC0603X33N","-123.1194","-16.2814","180","Non-polarised capacitor"
"C216","100nF","TopLayer","CAPC0603X33N","-123.1266","-15.5194","180","Non-polarised capacitor"
"C213","100nF","TopLayer","CAPC0603X33N","-119.6310","-4.3366","0","Non-polarised capacitor"
"C212","100nF","TopLayer","CAPC0603X33N","-119.6340","-5.0800","0","Non-polarised capacitor"
"C211","100nF","TopLayer","CAPC0603X33N","-137.5000","0.5000","0","Non-polarised capacitor"
"C88","100nF","TopLayer","CAPC0603X33N","-137.0838","24.4602","0","Non-polarised capacitor"
"C31","100nF","TopLayer","CAPC1005X55N","-99.6442","-18.2118","0","Non-polarised capacitor"
"C30","100nF","TopLayer","CAPC0603X33N","-149.6066","44.6960","90","Non-polarised capacitor"
"C29","100nF","TopLayer","CAPC0603X33N","-162.3060","32.5120","180","Non-polarised capacitor"
"R351","10","TopLayer","RESC1005X40N","-153.9240","21.1582","90","Resistor - 1%"
"R346","100","TopLayer","RESC1005X40N","-152.4254","83.5660","90","Resistor - 1%"
"J21","U.FL","BottomLayer","HIROSE_U.FL-R-SMT-1(10)","-30.1503","38.3540","270",""
"J20","U.FL","BottomLayer","HIROSE_U.FL-R-SMT-1(10)","-30.1249","43.0530","270",""
"J19","U.FL","BottomLayer","HIROSE_U.FL-R-SMT-1(10)","-19.4559","39.3446","90",""
"J18","U.FL","BottomLayer","HIROSE_U.FL-R-SMT-1(10)","-19.6845","44.0944","90",""
"R344","DNP","TopLayer","RESC1005X40N","-125.8824","12.6492","0","Resistor - 1%"
"R343","DNP","TopLayer","RESC1005X40N","-120.2690","84.8217","90","Resistor - 1%"
"R328","2","BottomLayer","RESC1608X55N","-58.0644","12.4460","0","Resistor - 1%"
"R327","2","BottomLayer","RESC1608X55N","-57.9374","14.0970","0","Resistor - 1%"
"R326","10k","TopLayer","RESC1005X40N","-99.5000","37.5000","90","Resistor - 1%"
"C635","1nF","TopLayer","CAPC1005X55N","-44.5008","18.7706","90","Non-polarised capacitor"
"C634","1nF","TopLayer","CAPC1005X55N","-45.6506","18.7554","90","Non-polarised capacitor"
"C840","100nF","TopLayer","CAPC0603X33N","-39.7750","60.8750","180","Non-polarised capacitor"
"C841","100nF","TopLayer","CAPC0603X33N","-39.7750","60.2500","180","Non-polarised capacitor"
"IC74","LD1117DT33CTR","TopLayer","TO228P972X240-3N-R540X510","-41.2852","29.1338","0","3-Terminal Regulator 1=GND 2=IN 3=OUT"
"C817","1uF","TopLayer","CAPC1608X87N","-47.3456","30.5308","90","Non-polarised capacitor"
"C816","1uF","TopLayer","CAPC1608X87N","-43.7134","25.2222","0","Non-polarised capacitor"
"J2","Advanced TCA","BottomLayer","TYCO_6469081-1","-14.2000","86.1000","0","Connector 60 ATCA Female 30 Pairs (60 Signals) + 3x10 Ground"
"R287","10k","BottomLayer","RESC1005X40N","-75.0000","-2.0000","90","Resistor - 1%"
"R45","10k","BottomLayer","RESC1005X40N","-86.0000","1.0000","90","Resistor - 1%"
"R43","10k","BottomLayer","RESC1005X40N","-85.5000","-2.0000","90","Resistor - 1%"
"C33","10uF","BottomLayer","CAPC2012X135N","-79.7500","-3.5000","90","Non-polarised capacitor"
"R317","5k1","TopLayer","RESC1608X55N","-148.2090","-27.5082","180","Resistor - 1%"
"R316","5k1","TopLayer","RESC1608X55N","-151.1554","-19.8882","180","Resistor - 1%"
"R315","5k1","TopLayer","RESC1608X55N","-154.2034","-19.3294","180","Resistor - 1%"
"R312","330","TopLayer","RESC1005X40N","-144.0000","63.8750","90","Resistor - 1%"
"R311","330","TopLayer","RESC1005X40N","-145.0000","63.8750","270","Resistor - 1%"
"R211","49R9","TopLayer","RESC1005X40N","-155.0924","-21.9710","180","Resistor - 1%"
"Q8","BSS138LT1G","TopLayer","SOT95P240X110-3N","-148.3614","-24.9428","0","N-CHANNEL MOSFET WITH DIODE"
"J11","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-143.2375","-12.0000","90",""
"J7","U.FL","TopLayer","HIROSE_U.FL-R-SMT-1(10)","-143.2375","-7.0000","90",""
"J5","U.FL","BottomLayer","HIROSE_U.FL-R-SMT-1(10)","-168.1875","36.6000","270",""
"IC48","FIN1101K8X","TopLayer","SOP50P310X90-8N","-155.0162","-17.0688","180","LVDS Single Port High Speed Repeater"
"C765","100nF","TopLayer","CAPC0603X33N","-152.5778","-21.0058","180","Non-polarised capacitor"
"C764","100nF","TopLayer","CAPC0603X33N","-156.1084","-20.7320","270","Non-polarised capacitor"
"C763","100nF","TopLayer","CAPC0603X33N","-151.7500","-21.8250","180","Non-polarised capacitor"
"C753","100nF","TopLayer","CAPC0603X33N","-13.8176","26.7970","180","Non-polarised capacitor"
"C752","100nF","TopLayer","CAPC0603X33N","-13.8430","27.4066","180","Non-polarised capacitor"
"C751","100nF","TopLayer","CAPC0603X33N","-14.9000","28.8250","180","Non-polarised capacitor"
"C590","100nF","TopLayer","CAPC0603X33N","-14.9000","28.1750","180","Non-polarised capacitor"
"C575","100nF","TopLayer","CAPC0603X33N","-11.2500","23.2250","180","Non-polarised capacitor"
"C514","100nF","TopLayer","CAPC0603X33N","-11.2500","23.8500","180","Non-polarised capacitor"
"C512","100nF","TopLayer","CAPC0603X33N","-12.6746","25.9842","180","Non-polarised capacitor"
"C455","100nF","TopLayer","CAPC0603X33N","-12.6492","25.3492","180","Non-polarised capacitor"
"Q23","FDS6898AZ","BottomLayer","FP-751EB-MFG","-52.6252","-25.2068","90","FDS6898AZ Dual N-Channel Logic Level PWM Optimized PowerTrench® MOSFET 20V, 9.4A, 14mO"
"R181","49R9","TopLayer","RESC0603X28N","-56.9467","77.5716","90","Resistor - 1%"
"R143","49R9","TopLayer","RESC0603X28N","-55.9307","77.5462","90","Resistor - 1%"
"C748","220nF","TopLayer","CAPC0603X33N","-64.9500","67.0000","180","Non-polarised capacitor"
"C747","220nF","TopLayer","CAPC0603X33N","-63.6500","65.5000","180","Non-polarised capacitor"
"C746","220nF","TopLayer","CAPC0603X33N","-75.7500","66.0000","0","Non-polarised capacitor"
"C745","220nF","TopLayer","CAPC0603X33N","-63.1000","66.1750","180","Non-polarised capacitor"
"C744","220nF","TopLayer","CAPC0603X33N","-66.8500","66.0750","270","Non-polarised capacitor"
"C743","220nF","TopLayer","CAPC0603X33N","-71.9500","67.0000","180","Non-polarised capacitor"
"C742","220nF","TopLayer","CAPC0603X33N","-73.1750","66.0750","180","Non-polarised capacitor"
"C741","220nF","TopLayer","CAPC0603X33N","-72.9500","68.0000","180","Non-polarised capacitor"
"C740","220nF","TopLayer","CAPC0603X33N","-73.9500","67.0000","180","Non-polarised capacitor"
"C739","220nF","TopLayer","CAPC0603X33N","-63.0000","71.2500","270","Non-polarised capacitor"
"C738","220nF","TopLayer","CAPC0603X33N","-67.9500","70.5750","90","Non-polarised capacitor"
"C1B","22uF","TopLayer","CAPC3216X180N","-104.1750","28.2746","90","Non-polarised capacitor"
